,content,class,pred_class
1441,"This app needs to be banned. There is so much disgusting inappropriate content on tiktok and they allow it! If you have children or teens they should not have this app, the content on ticktock is not positive in any way. You can be watching cute puppies the next, and then you can be watching someone's content on trying to brainwash our children into horrible ideals. Protect your children and teens from this app.",negative,negative
1442,Best app Always making my Days,positive,positive
1443,Great app but consume lots of data,neutral,positive
1444,Should be banned from Bangladesh 🇧🇩 It's a prostitute App.,negative,negative
1445,good,positive,positive
1446,plz my id unfreez 😞,neutral,negative
1447,I can't make videos its slow,negative,negative
1448,"Reason why I gave a tik tok one star because. Take ta keeps on adding videos to drive and I don't want them to delete my drafts so yeah, and it will be staying one start unless they let me post all my drafts, ok, cause I don't want to be a or anything. It's just. moves. Need to be happening. I expect more from this.",negative,neutral
1449,"Its a good app, like there's nothing wrong except for the fact they take down videos for no reason. Like u can post a video literally not doing nothing n it gets taken down due to ""passing communtiy guidelines"".",neutral,neutral
1450,It is very useful for expressing our talent 😁,negative,positive
1451,I love this ❤️ app,negative,positive
1452,Is good app ever,negative,negative
1453,I love tiktok so much,negative,positive
1454,Monstrosity,negative,negative
1455,Nice,negative,positive
1456,Wowww,negative,positive
1457,I dont like the new update you guys did,negative,neutral
1458,👏🏻,positive,positive
1459,Good but viral ni ho rha mera acaunt,positive,positive
1460,Love you tiktok Pubg,negative,positive
1461,I like it 😊,positive,positive
1462,Just no,negative,negative
1463,I hate this app so much!it said I was temporarily suspended from my account and it has literally been 7 months!! And everytime I write a complaint it says your account is banned and you cant make a new one which makes me really upset because I did nothing to violate any community guidelines and the app is so unhelpful and mean,negative,negative
1464,Great app,positive,positive
1465,Best nepali,positive,positive
1466,It good,positive,positive
1467,Why can't I open this app without wifi I want to open it without wifi for example by the internet from my phone I am out of house all the time Help me about it,negative,negative
1468,I love it,positive,positive
1469,Nice,negative,positive
1470,Ert,negative,negative
1471,Stop the Islamic phobia #khadim Hussain rizvi,negative,negative
1472,"I dont like the new user interface. They keep changing it and it's worse each time. If it isn't broken, don't fix it.",negative,negative
1473,He's not give me view or folowers or likes,negative,negative
1474,Tiktok ko बहुत-बहुत shukriya aapane mujhe support Kiya mere ab 2650 forward hai aur 3605 likes hai or mare Or mara account ka name itx_raza444 Ha,positive,negative
1475,I love tikTok,negative,positive
1476,I appreciate tiktok for their services,negative,positive
1477,"I have a severe, frontal lobe TBI with left parietal lobe damage. The very first day I'm trying to put my tik toks together; im banned from sending/receiving DMs. One said, temporary and the other said, permanently. I choose that it be temporary. I have learned to be respectful of another person's opinions. It's been more than two months. Will you please enable my DMs to send and receive? I feel I have learned my lesson. I need to be able to do this should someone actually want to help me 😞",negative,negative
1478,Not interested,negative,positive
1479,shahidu60,negative,negative
1480,My best tik tok taime pas and fun,positive,positive
1481,Viral my video,positive,positive
1482,I like tik tok because there are more entertainment and educational purpose in the tik tok app.,negative,positive
1483,TikTok keep banning my account for no reason. I made a new one AGAIN and got banned the next half of week,negative,negative
1484,Baler app,negative,negative
1485,Good ap tik tok,positive,positive
1486,Thanks for tiktok plz help me my video for youbplz,negative,positive
1487,nevermind I wrote a review earlier talking about how I don't like the new unnecessary updates but I can't seem to get used to these updates please put my favourites section back to where it used to be and in the old layout because I despise the useless changes because it's harder to press aka use (I'm talking about how where you access favorites moved next to stuff like ur own uploaded vids and liked vids) 😘😪☹😭 not a big deal just really annoying and hard to use😖🥱,negative,negative
1488,nice one,positive,neutral
1489,Ok🙋‍♂️💖💖💖💖💗💗👌🤟🤟🤟,negative,positive
1490,Funy vedio,negative,positive
1491,Nice app,positive,positive
1492,osam,negative,positive
1493,good for entertainment,positive,positive
1494,Not getting tik tok,negative,negative
1495,Shahbazali,positive,neutral
1496,Kool.,positive,negative
1497,Wow,positive,positive
1498,I like it but there are toxic pelope,neutral,negative
1499,Cool bro..,positive,positive
1500,Nice app rates,positive,positive
1501,Stupid,negative,negative
1502,Hu have you have,positive,negative
1503,Tamana jahan,negative,negative
1504,I love you tik tok is good app,positive,negative
1505,"It's just another Liberal ran, shut you out of different views than them. I highly recommend not waisting your time. FJB",negative,negative
1506,I love this app,positive,positive
1507,Trash,negative,negative
1508,"I hate the new update, i no longer have access to my favourites and ive tried re-installing the app. Ive also updated the app numerous times and nothings changed. How can i find them???",negative,negative
1509,سيئ جدااا 🤢,negative,negative
1510,hello TikTok help me my account views problem review my account,negative,positive
1511,Very entertaining,positive,positive
1512,He is good app i like thise app his Futures is very good,positive,negative
1513,Nonesense,negative,negative
1514,Ngl tiktok is an amazing platform to get famous on quick but there's alot of cringe in the community copycats etc.. but this app is rlly creative and amazing,positive,neutral
1515,Please tik tok unfreeze my account,neutral,negative
1516,I love tiktok but I have a lot of problems with this app when i go live they say I'm not 18 teeth bro in 19 bro like come on,neutral,neutral
1517,My Tik Tok Id :hackerkingff,positive,positive
1518,"It is fun to use but has many issues they tend to go after certain type of content creators. And also change updates that don't need to be changed or not reinforce their guidelines on people who need it, but rather reinforce the guidelines on innocent people. It does is a fun outlet for many people, but needs a lot of work!",neutral,neutral
1519,Very good,positive,positive
1520,Tik tok is awsom,positive,negative
1521,good app,positive,positive
1522,It's good except I keep getting banned for looking young even tho I'm 13 and my mum has supervision over my account so I recommend it but don't recommend it,neutral,neutral
1523,Gematria Effect News decodes the rich people's Evil schemes on Humanity. Trust no one and verify everything!!! TikTok is a terrorist platform like most of them.,negative,negative
1524,Great,positive,positive
1525,Amazing,positive,positive
1526,China Sex drugs and dumb stuff central,negative,negative
1527,Its awesome. Who doesn't like Tik-Tok,positive,positive
1528,😙😙😇😇👍👍👌,neutral,positive
1529,Hi Tiktok team Plz my voideo is viral ma_ pathan1,positive,positive
1530,Great app,positive,positive
1531,AZAHIR,negative,positive
1532,Best video app ever ❤️🔥,positive,positive
1533,Good apps,positive,positive
1534,My dream tik tok star,positive,positive
1535,Happy,negative,positive
1536,I love tik tok,positive,positive
1537,Show your talent. Identify your ...... self who are you are what things u do❤️💚💜♥️🧡💙,neutral,positive
1538,te borran videos por nada,negative,positive
1539,App randomly restarts the for you page when I switch momentarily from the for you page to another page and then I lose the video that I was watching and I'm not able to find it ever again unless I happened to already like it because there's no way to see your video history,negative,negative
1540,Nice app,positive,positive
1541,kirishna yadav,negative,negative
1542,Great,positive,positive
1543,I hate the new stories why are they always on the FYP and following page why can't there be a whole section for stories only where you can see stories from the people you're following and stories from others? I'd be a nice feature,negative,negative
1544,Good,positive,positive
1545,This is very good application,neutral,positive
1546,I love tiktok,positive,positive
1547,Hizla Marka App🙂🙂,negative,negative
1548,good,positive,positive
1549,support apps,positive,positive
1550,It's great,positive,positive
1551,"Great app, thanks tiktok for giving us a platform to showcase our talent n creativity, please make me famous🙏🙏..Am a n african musician. Plz make me famous",positive,positive
1552,idk funny internet man say app bad,negative,negative
1553,Iove you tiktok💖💖,negative,negative
1554,I miss musicly,negative,positive
1555,I really enjoy it but please add live stream feature,neutral,negative
1556,Good app in world,positive,positive
1557,Goog,negative,negative
1558,Lovely,positive,positive
1559,I love this app,positive,positive
1560,Like,positive,negative
1561,' Status,positive,positive
1562,I love TikTok its such a great app I have 200 followers,positive,positive
1563,Kidoo,negative,negative
1564,Actually I used to post videos with songs but you usually mute the song I wonder why,neutral,neutral
1565,"Edit: I updated it now I can't view anyone's profiles. I don't know why apps love ruining themselves when nothing is wrong. . Knocking off a star for this new inbox update. I view my notifications in terms of like and comments FAR MORE than I view my inbox. It makes no sense to have to go through several steps to access notifications. It is actively making my experience on the app worse. If it's not broken don't fix it, please revert back.",neutral,negative
1566,I had the,positive,positive
1567,Sikindar,negative,positive
1568,I put a 1 star because it loggs you out or banns you for NO readon and then it doesn't let you make another account,negative,negative
1569,I got banned. When i don't post anything and don't usually comment on videos as well so what happened.,negative,negative
1570,Good fy pages that cater to you but it is too addictive,neutral,positive
1571,Plz tik tok viral me please,negative,negative
1572,Great,positive,positive
1573,Nic,positive,positive
1574,Is the best social App I've ever used,positive,positive
1575,This app is very nice,negative,positive
1576,For some reason no one can see me message or tag,neutral,neutral
1577,Hh,positive,negative
1578,so cool 😘😘,positive,positive
1579,This is about the most raggedy app in the app store.Glitchy and sticky.,negative,negative
1580,"New updates SUCK>:( plsss omg take them back; the stories, the circle button timer thing, the caption when I watch my videos; NO😭",negative,negative
1581,"tik tok team,in my account""_____""i have ""____"" followers but views not coming more than 20 in my videos although i am posting my best videos.so please unfreeze my account and fix this problem as soon as possible . thanksyou My tik tok account""______""",neutral,neutral
1582,I hati you,negative,negative
1583,I cant turn off captions after taping it and its annoying and I hate it,negative,negative
1584,My tiktok id not growing,negative,neutral
1585,I've been downloading Some app for sometime and they are not installed,negative,negative
1586,Noc,negative,negative
1587,Amazing,positive,positive
1588,It's a superb game and highly grateful also,positive,positive
1589,King,neutral,negative
1590,Can't log in,positive,negative
1591,super,positive,positive
1592,very nice app!,positive,positive
1593,It banned me for no reason given,negative,negative
1594,To much updates,neutral,neutral
1595,Good to tanks,positive,positive
1596,I like it,positive,positive
1597,Great app,positive,positive
1598,I love tiktok,positive,positive
1599,"I wish that TikTok is where it works on all devices like chromebooks, & ect cause not everyone has a pc computer anymore.. I also think that it should be where it also does not take up so much battery on cell phones, laps ect.",negative,neutral
1600,Good working,negative,positive
1601,every time the app updates it gets worse. it's hard for me to find the stuff fast and the fyp is so cluttered. if they didn't update the app so much i would've liked the app a little more.,neutral,negative
1602,I like this app but I don't like the way messages pop up automatically when you follow back people's page it makes following back a chore and a nuisance.,negative,neutral
1603,Good,positive,positive
1604,pirncebooyrabby,negative,positive
1605,This app is so nice!,positive,positive
1606,Absolute garbage,negative,negative
1607,Saprot TikTok please verly my video please,negative,negative
1608,Good very good i love it tiktok,positive,positive
1609,They suspended my phine for no reason tiktok u got to fix that this is messdd uo,negative,negative
1610,I like this app,positive,positive
1611,my videos are not going on foryou page i do work hard😭😭,negative,negative
1612,Super app,negative,positive
1613,Love TikTok videos and following friends and family lift's my day!!!,positive,positive
1614,Your mom!,negative,negative
1615,bad app tiktok. no viral vedios . . .,negative,negative
1616,Нериална зделат акаунт Как паставит нол,negative,negative
1617,Nice app,positive,positive
1618,Tik Tok good very nice Tik Tok,positive,negative
1619,Love 😘,positive,positive
1620,"Are you serious? You literally just made me remove the video of a furry hater? Bro..there's a video saying the furrys are idiots are you serious I'm trying to protect people and another thing I reported clovey which is doing gacha and making videos of her hurting Lizzy Winkle, Lizzy Winkle is a creator of roblox and she died of cancer, AND YOU THINK THERE'S NO VIOLATION?!",negative,negative
1621,Tylan love Tik Tok,positive,positive
1622,Good,neutral,positive
1623,ගැම්මක් කොම්ලොලො,positive,positive
1624,"Tik tok is great, but too many kids under thirteen are lying about age and there is no verificstion.",neutral,neutral
1625,Master rajpout multani 018,positive,negative
1626,Nice apps,negative,positive
1627,It's always deleting my acc,negative,negative
1628,Xrazy App...,positive,negative
1629,Nice app,negative,positive
1630,The Servers this program is very bad ! I can not connect to the server,negative,negative
1631,I got permanently banned because some kid was harassing me and I tried to expose them,negative,negative
1632,Fair,neutral,positive
1633,Good,negative,positive
1634,Sei,positive,negative
1635,UGGG,negative,positive
1636,nice app,positive,positive
1637,Good job,negative,negative
1638,Love it,positive,positive
1639,مرنلليحلذ,positive,positive
1640,Just a bad app,negative,negative
1641,I dont wanna update this app why forcing me to update when I open this app?,negative,negative
1642,I love this app,positive,positive
1643,Jk_achakzai008 TikTok I'd,positive,positive
1644,Jual,positive,neutral
1645,I've been on the app for 4 years. Since it was Muscial.ly,neutral,negative
1646,আমিন,positive,negative
1647,"Younas,",positive,negative
1648,Execuse me sir on anybody man or girls please is ka Galat faida may othain,neutral,negative
1649,Nahida,negative,neutral
1650,Este cea mai tare aplicație o ador 5 stele,neutral,negative
1651,"Explore videos, just one scroll away Watch all types of videos, from Comedy, Gaming, DIY, Food, Sports, Memes, and Pets, to Oddly Satisfying, ASMR, and everything in between.",negative,positive
1652,PERFECT JUST SHOW RESPECT FOR OTHERS GREAT TIME KILLER,positive,positive
1653,I really love tiktok,positive,positive
1654,Abasmm Ali,positive,neutral
1655,It's really good,positive,positive
1656,this is so good you can follow your friends on tiktok and much more I go on it all day!,positive,positive
1657,Fantastic,positive,positive
1658,Funny,positive,positive
1659,"Why did u change the inbox it was better the other way... now it's harder to see who is live its. Annoying i dont know Y you """"make things better"""" when theres more serious problems on the app. like people being banned for doing NOTHING wrong. the harassment of older creators. u try to """"protect"""" the younger people on the app but dont flag a video of them doing the same thing as an older creator has done & gotten flagged/banned for & if you add an 18+ side alot of those problems would be solved",negative,negative
1660,It is good,positive,positive
1661,TikTok is morphing into Instagram. And I DO NOT like Instagram. NO stories please. we do not need it. Please get fascists and nazis of the platform. Reporting them does not help. You condone racism and violence.,negative,negative
1662,👎👎👎,negative,positive
1663,Good,positive,positive
1664,Real dumb and annoying ads,negative,negative
1665,Md Masud Rana,positive,positive
1666,Rohit,negative,negative
1667,I like three star💫 and i like tiktok so i give three star⭐,neutral,negative
1668,Zararajpoot 196,positive,positive
1669,Stop ban people,negative,negative
1670,very very good app,positive,negative
1671,Because it is for grown-ups and is off limits it shows your private parts 😔😶😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒,negative,negative
1672,It is a good app but it keeps banning me for nothing and it's starting to annoy me,negative,neutral
1673,"I'm very upset you banned me for no reason but then I report a 15 year old smoking in all her videos and your saying it's not passing community guidelines like get real here tiktok if I dont get my account unbanned I'm completely going to sue you because your not doing your so called ""job"" correctly and nudity too no I dont accept",negative,negative
1674,Good app,positive,positive
1675,Thanks You🥰🥰,positive,positive
1676,This app is not working every time you download a video it does not work,negative,negative
1677,I love the App it works for me,neutral,positive
1678,zapya,neutral,negative
1679,Tik tok. i want my aunant,negative,negative
1680,ةىن,neutral,negative
1681,Great app,positive,positive
1682,Tiktok time my videos viral kar do apps is good,positive,neutral
1683,I literally hate stories so much get rid of it now,negative,negative
1684,What's happening with this app I'm getting the same 10 or 20 videos on my for you page and even videos from accounts I've blocked.,negative,negative
1685,Good apps,positive,positive
1686,Tlktok 🤗,neutral,negative
1687,Please my video foryou in😭😭,positive,positive
1688,Only for bts,positive,negative
1689,Sufficient,negative,negative
1690,Great,positive,positive
1691,Nice apps,positive,positive
1692,"Ask for interest you don't add comedy and you get all that stuff you don't care for like stupid TikTok comedy's on stream, so get off from app next day alert hideous recommendations on my phone alert, not even 24 hours later, uninstall.",negative,negative
1693,I need to update my tiktok,positive,negative
1694,Good,positive,positive
1695,Thank you,positive,positive
1696,I like tiktok,negative,negative
1697,I really want to go live 😫,neutral,positive
1698,Nice,positive,positive
1699,It is really fun,positive,positive
1700,Bad app for Muslims,negative,negative
1701,Like to see what ppl are doing,positive,positive
1702,Nice,neutral,positive
1703,"If you would add the ability to control the content you see, like not seeing half naked women constantly I would still use it.",negative,neutral
1704,good app,negative,positive
1705,Very nice,positive,positive
1706,nice app,positive,positive
1707,Sucks absolute balls bro,negative,negative
1708,Thure,negative,negative
1709,Gd,positive,positive
1710,Its the best app ever,positive,positive
1711,Spy ware and alot of underaged girls twerking,negative,negative
1712,Tiktok team i am full hard work in tiktok but videos have no views and likes. Please viral me on tiktok.,negative,positive
1713,Mr.ahmad996 Plz viral my account,neutral,negative
1714,*لمحہ فکریہ* ہم میں سے کچھ لوگ شہرت کی محبت میں اتنے اندھے ہو چکے ہیں کے جائز و نا جائز کی کوئی تمیز باقی نہیں رہی۔ ایک تازہ مثال tiktok app ہے ہر وقت اس کی تشہیر کی جا رہی ہے اور اب تو یہ آفر آگئی ہے کے ایپ انسٹال کریں اور پیسے حاصل کریں اور اس امت کے نوجوان بچے اور تقریبا ہر عمر کے افراد اسے ڈاؤنلوڈ کر رہے ہیں بات یہیں ختم نہیں ہو جاتی بلکہ اس پر invite کریں دوسروں کو اور پیسے حاصل کریں اور جتنا ٹائم آپ بے حیائ کو دیکھے گے آپ کے اکاؤنٹ میں پیسے آئیں گے . . .,negative,negative
1715,My video is no for you why 😂 PL one video for you,negative,negative
1716,Done,positive,positive
1717,ov\e,positive,neutral
1718,I love tik tok,positive,positive
1719,Nice,negative,positive
1720,Cringe,negative,negative
1721,I love tik tok because i've been on tik tok 2019 doing tiktoks and I would like more followers please,positive,positive
1722,good app tiktok,positive,positive
1723,Better feeling share app,positive,positive
1724,I love all of the different things that Tik Tok people do and say.,positive,positive
1725,DOG WATER,negative,negative
1726,Very Nice 👍👍👍,positive,positive
1727,Sadaa,negative,negative
1728,Nojgigiv Ogfjl Gjvk can,neutral,negative
1729,Banned me for making content,negative,negative
1730,You're account is not eligible.,negative,negative
1731,Love it,positive,positive
1732,Lovely,positive,positive
1733,Dont have one,positive,negative
1734,So far so good this app is great,positive,positive
1735,This app is Soo amazing I love TikTok ❤️,positive,positive
1736,I like tik tok,positive,negative
1737,Nice app 👌,neutral,positive
1738,"Bunch of liberal anti white,anti American garbage spewed out by woke mentally deranged lunatics. This app is quite literally the pits of hell . Disgusting and vile people with disgusting and vile opinions",negative,negative
1739,Got bored,negative,negative
1740,Some how it's good,neutral,positive
1741,Ok,neutral,negative
1742,Too much censorship for COLORED folks by AI.,negative,negative
1743,Tik tok,neutral,negative
1744,I like this app so much because you get to learn different things and dance moves and to me it funn so yea,positive,neutral
1745,Good app,positive,positive
1746,Good,neutral,positive
1747,I want garow my account,positive,negative
1748,I'm not like the fyp bc it's not the stuff I like,neutral,negative
1749,asmita ra,negative,positive
1750,Worst app ever I got out of the hospital with no memory and never showed my face and people are really ugly on there. I joined the first day of war and seeing posts about helping Trump defeat Ukraine really ugly. I did make a mistake with someone but I am grown and own it. A lady was mad because my husband said to help people you don't scream at sick recovering people crazy lady. Not being able to breathe or remember is not whining 😒 no thank you to this one I need relaxation no fighting 😌,negative,negative
1751,i love this up so much this is the best app ever,negative,positive
1752,Amazing,positive,positive
1753,I like tik Tok,positive,negative
1754,Joss app,negative,positive
1755,Great,positive,positive
1756,Hgt,positive,neutral
1757,ADDicted☆♡☆,positive,positive
1758,Tiktok প্রতিন্ধীরা চালায়। Tiktok যারা চালায় তাদের নানির খালি ঘর। 🤣😡,negative,negative
1759,The best app ever👌💞,positive,positive
1760,good,positive,positive
1761,No thanks,positive,positive
1762,Shadiah,negative,negative
1763,My account viral please sir help me,positive,positive
1764,Op,positive,negative
1765,Great app,positive,positive
1766,MoaZamjutt,neutral,negative
1767,Nice,positive,positive
1768,wow this app is good i try it ❤️❤️,positive,positive
1769,Ariyan,negative,positive
1770,"Hello team tiktok, since I have updated it, Pro Account option has not been coming. Please fix the problem of my account @roomiathere",negative,negative
1771,Something happened i clicked on a video and it got me off tiktok and it was the your iPad is disabled try again in 7000 years and tiktok didn't want to open,negative,negative
1772,Love you tiktok,negative,positive
1773,Muhammadali,negative,neutral
1774,Easy to learn how to Post a videos,positive,positive
1775,Tik Tok,negative,negative
1776,This app very nice ❤️❤️❤️,positive,positive
1777,Best App,positive,negative
1778,Reply me urgently restored my @m.adeel331 important account i have submitted from Tiktok App and Google feedback why my account still banned i believe it's Appears there is no current violations 😡 urgently restored right now I'm totally disagree with your current decision,negative,negative
1779,It's very bad my account freez suddenly,negative,negative
1780,great,positive,positive
1781,This is very good app,negative,positive
1782,*************** Best App💯📡✔️ ::::::::::::::::::::::::::::,positive,positive
1783,Laura jaisa app,negative,negative
1784,It is a bit glitchy but overall a pleasant app,positive,neutral
1785,2 bc I got banned a lot for no reason,negative,negative
1786,Foryou pa chalao videos all,positive,positive
1787,Y'all be banning people for no reason I got reported for regulated goods and there was nothing drug related in the video what terrible employees,negative,negative
1788,It's a piece of ****,negative,negative
1789,👍👍,negative,positive
1790,Wonderful,positive,positive
1791,I can record a video or even upload a video please fix my problem,neutral,negative
1792,The best,positive,positive
1793,I HATE THIS APP IT IS VERY AFFENSIVE AND SOMEONE I KNOW RECORDED ME AND POSTED IT HERE! IT WAS AN EMBARASMENT! DONT USE THIS APP,negative,negative
1794,i wat to my account,positive,negative
1795,Kanjar khana,negative,negative
1796,Good aap,positive,positive
1797,@rahulchy171,negative,positive
1798,Abdullah rajput 💯,negative,negative
1799,Not good,negative,negative
1800,Nice 👍,positive,positive
1801,Fun,negative,positive
1802,Viral my video Tiktok,positive,positive
1803,Wasting time,neutral,negative
1804,Nice app,positive,positive
1805,good tiktok app 👍👍👍,negative,positive
1806,Nice,positive,positive
1807,You guess bannd me to the point where I can't even make a new account.,negative,negative
1808,Good app but mine does not have templates,positive,negative
1809,😃😃😃😃,positive,positive
1810,Afuwl,negative,negative
1811,Not bad,negative,negative
1812,I reported a guy cause he was bullying me in the messages and I reported him and they didn't do anything,negative,negative
1813,App crashes when opening,negative,negative
1814,Nice,positive,positive
1815,Nice,positive,positive
1816,It's so cool,positive,positive
1817,Too great to be described😂,positive,positive
1818,Ok but greedy,neutral,negative
1819,Laggy,neutral,negative
1820,This is amazing,negative,positive
1821,CheebiaAra,positive,negative
1822,Very good,positive,positive
1823,"Idk it's good, but it makes the videos in bad quality, and when I mark smt as not interested it's useless the creators still appear on my fyp and same as the topic, the latest update is not better, and I hope it be provided more",neutral,neutral
1824,Fun.and enternanig but sometimes I can't find filters and on fyp it shows things and ads I'm not into.,neutral,neutral
1825,I love tiktok,positive,positive
1826,Cool app,positive,positive
1827,So entertainment,positive,positive
1828,Please viral My video on for you page 📃📃📃,neutral,positive
1829,"Don't get me wrong tiktok is great but there's so many scammers and their report and warning system is the biggest joke ever. I know people with business accounts with over 35,000 follows they have worked hard for to build their own stage for their audience to just have people to take and copy their videos and post them on a different account to scam people and they don't get taken down even if reported causing the real account to get warnings for trying to clear scammers of the platform. Joke",negative,positive
1830,"Honestly, the community guidelines only seem to apply to smaller creators that don't make TikTok money. They also allow people to spam report and last I checked calling out racism isn't bullying/harassment but I get removed for that AND for blowing smoke (which isn't illegal) but larger creators can be half naked, be racist, and blow smoke without getting banned. Not really a fan anymore since they removed my account and instead of creating another, just decided to delete the app altogether.",negative,negative
1831,Tik tok is best,positive,positive
1832,Viral me,negative,positive
1833,I hate social media,negative,negative
1834,Good app,negative,positive
1835,FOLLOW ME ON TIK TOK : illyddy,positive,negative
1836,So good,negative,positive
1837,Khaçbsfj,positive,negative
1838,Amazing,positive,positive
1839,Good app,negative,positive
1840,That's who never guys got me famous,positive,positive
1841,Met so many nice tiktokers would recommend.,positive,positive
1842,I love men that y I watch men on tiktok,positive,positive
1843,Meta,positive,positive
1844,The new update is ugly,negative,negative
1845,"This place has the worst moderation I've ever seen. The app itself is good, but the things you all let people get away with on this app is disgusting! Not to mention unfair bans. You all need to step up. It makes the app bad, sometimes.",neutral,negative
1846,Video viral please,negative,positive
1847,Hello tiktok team please viral my .,negative,positive
1848,Good app,negative,positive
1849,I now hate it I am not unmanned someone delete this app,negative,negative
1850,The Tea is Fantastic.... 🍵,neutral,positive
1851,I love tiktok 😀,negative,positive
1852,Very exciting,neutral,positive
1853,Thanks yall,positive,positive
1854,Is not easy to have followers,negative,negative
1855,"These Commies helped Russia by censoring them. I think it was intentional and intentionally deceptive. Also, your algorithm sucks, and I know that your algorithm is comprised of humans. I would bet that it uses a sweatshop or two.",negative,negative
1856,Syoitt,negative,negative
1857,It banned my account once I installed it and I don't understand why!,negative,negative
1858,Love tik toc.,positive,positive
1859,I relly love this app so much,negative,positive
1860,Exceptional,positive,positive
1861,Very good,positive,positive
1862,Excellent. Easy to use so entertaining could spend hours on it. Love it!!!,positive,positive
1863,MD Khan,positive,negative
1864,new stories update forces you to open a person's story before accessing their profile. a story should only be able to be viewed if you're already on their profile to avoid the wasted time of clicking their profile picture twice.,negative,negative
1865,Good App,positive,negative
1866,Good,positive,positive
1867,😊😊😊,negative,positive
1868,I'm uploading my but it's not uploading my videos is. Clear My you not expecting my videos Plz. Solv it,negative,negative
1869,"Everytime I follow someone it doesn't show. They logged me out of my account with 2,787 followers and it's super annoying.",negative,negative
1870,Yes useful,positive,positive
1871,Plz virel my video,positive,positive
1872,Good,positive,positive
1873,Nice 🙂,positive,positive
1874,Is good 👍 I love,negative,positive
